title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Eureka,movie,Drama,2000,tt0243889,7.7,4482,
Chameleon,movie,Drama,2008,tt1161408,5.3,140,
"House III: The Horror Show",movie,Horror,1989,tt0097527,5.1,4920,
"The Hand of Death",movie,"Action, Drama",1976,tt0073694,6,2083,
"5 Centimeters per Second",movie,"Animation, Drama, Family",2007,tt0983213,7.5,66651,
"You Again",movie,"Comedy, Romance",2010,tt1414382,5.7,55416,
"Hula Girls",movie,"Comedy, Drama",2006,tt0768116,7,2303,
"Transformers: Dark of the Moon",movie,"Action, Adventure, Sci-Fi",2011,tt1399103,6.2,441366,
"Hiruko the Goblin",movie,"Comedy, Fantasy, Horror",1991,tt0100991,6.1,1837,
"Joy House",movie,"Crime, Drama, Romance",1964,tt0058123,7,3190,
"Fantasy Mission Force",movie,"Action, Adventure, Comedy",1983,tt0079509,4.5,2083,
"Tombstone of the Fireflies",movie,"Drama, War",2008,tt1250968,6.6,392,
"Snakes and Earrings",movie,Thriller,2008,tt1254249,6.2,911,
"Kamui Gaiden",movie,"Action, Adventure, Drama",2009,tt1156479,5.6,1133,
"Battle Under Orion",movie,"Action, War",2009,tt1382642,6.1,527,
"Gou Gou, the Cat",movie,Drama,2008,tt1255872,6.2,256,
"Monsieur Hire",movie,"Crime, Drama, Romance",1989,tt0097904,7.5,7352,
"Kamen Rider Den-O & Kiva: Climax Deka",movie,"Action, Adventure, Comedy",2008,tt1217251,6.7,143,
"Kamen Rider Blade: Missing Ace",movie,"Action, Fantasy, Sci-Fi",2004,tt2020056,6.3,140,
"Remember Me, My Love",movie,"Comedy, Drama, Romance",2003,tt0323807,6.4,4501,
"Kamen Rider Den-O: I'm Born!",movie,"Action, Adventure, Comedy",2007,tt1210347,6.4,153,
"A Stranger of Mine",movie,"Comedy, Crime, Drama",2005,tt0461857,7.6,1264,
Sorcerer,movie,"Adventure, Drama, Thriller",1977,tt0076740,7.7,30180,
"Lala Pipo: A Lot of People",movie,"Comedy, Drama",2009,tt1306985,5.7,290,
"Instant Swamp",movie,Comedy,2009,tt1414827,6.8,725,
"Pokémon: Arceus and the Jewel of Life",movie,"Action, Adventure, Animation",2009,tt1468843,6.2,3062,
"Dragon Ball Z: The World's Strongest",movie,"Action, Adventure, Animation",1990,tt0142240,6.6,7708,
"Dragon Ball Z: The Tree of Might",movie,"Action, Adventure, Animation",1990,tt0142233,6.7,9008,
"Dragon Ball Z: Lord Slug",movie,"Action, Animation, Fantasy",1991,tt0142244,6.5,6968,
"Dragon Ball Z: The Return of Cooler",movie,"Action, Animation, Fantasy",1992,tt0142237,6.9,8913,
"Dragon Ball Z: Super Android 13!",movie,"Action, Animation, Sci-Fi",1992,tt0142241,7,8301,
"Dragon Ball Z: Bojack Unbound",movie,"Action, Animation, Fantasy",1993,tt0142238,7.1,7448,
"Dragon Ball Z: Bio-Broly",movie,"Action, Animation, Sci-Fi",1994,tt0142234,5.8,6159,
"Dragon Ball Z: Fusion Reborn",movie,"Action, Animation, Sci-Fi",1995,tt0142236,7.6,12749,
"Dragon Ball Z: Wrath of the Dragon",movie,"Action, Animation, Sci-Fi",1995,tt0142243,7.4,10147,
"20th Century Boys 3: Redemption",movie,"Adventure, Fantasy",2009,tt1181919,6.5,1298,
"Dragon Ball: Curse of the Blood Rubies",movie,"Action, Adventure, Animation",1986,tt0142251,6.7,3830,
"Dragon Ball: Sleeping Princess in Devil's Castle",movie,"Action, Adventure, Animation",1987,tt0142249,6.5,3092,
"Dragon Ball: The Path to Power",movie,"Action, Adventure, Animation",1996,tt0142250,7.2,3036,
Somewhere,movie,"Comedy, Drama, Romance",2010,tt1421051,6.3,47541,
Contagion,movie,"Drama, Thriller",2011,tt1598778,6.8,321963,
"Heaven's Door",movie,Drama,2009,tt1173947,6.4,270,
"Female Prisoner Scorpion: Jailhouse 41",movie,"Crime, Drama, Thriller",1972,tt0226874,7.1,3534,
"Iron Fisted Monk",movie,"Action, Drama",1977,tt0076659,6.6,1094,
Knockabout,movie,"Action, Comedy, Drama",1979,tt0080166,7.2,1641,
"Super Troopers",movie,"Comedy, Crime, Mystery",2001,tt0247745,7,115381,
"Tokyo Tower: Mom and Me, and Sometimes Dad",movie,Drama,2007,tt0820158,7.4,1077,
"Burst City",movie,"Action, Drama, Music",1982,tt0083609,6,964,
Drop,movie,Comedy,2009,tt1237958,6.4,360,
"The Fure Fure Girl",movie,"Comedy, Family, Sport",2008,tt1260937,5.3,123,
Siege,movie,"Crime, Drama, Thriller",1983,tt0086276,6.6,1403,
"A Millionaire's First Love",movie,"Drama, Romance",2006,tt0757157,7.2,5471,
"Crying Fist",movie,"Action, Drama, Sport",2005,tt0457007,7.2,3179,
Aenigma,movie,"Horror, Mystery, Romance",1987,tt0092516,5.1,3529,
"I Give My First Love to You",movie,"Drama, Romance",2009,tt1401656,7.1,2898,
"Alligator II: The Mutation",movie,"Horror, Sci-Fi",1991,tt0101309,4,3446,
"The Street Fighter",movie,"Action, Crime, Thriller",1974,tt0073756,6.9,5865,
"Return of the Street Fighter",movie,"Action, Crime, Drama",1974,tt0073623,6.3,2386,
"The Street Fighter's Last Revenge",movie,"Action, Crime, Drama",1974,tt0073755,6,1553,
"Shaolin Wooden Men",movie,Action,1976,tt0075201,6.3,2992,
"Heroes of the East",movie,"Action, Comedy",1978,tt0080172,7.5,2827,
"Always: Sunset on Third Street 2",movie,"Comedy, Drama, Family",2007,tt0953981,7.5,1151,
"The Illusionist",movie,"Animation, Drama, Fantasy",2010,tt0775489,7.4,36954,
"The Switch",movie,"Comedy, Drama, Romance",2010,tt0889573,6.1,114208,
"Spirits of the Dead",movie,"Drama, Horror, Mystery",1968,tt0063715,6.4,7308,
"Step Up 3D",movie,"Drama, Music, Romance",2010,tt1193631,6.2,61121,
"Africa: Blood and Guts",movie,"Documentary, Horror",1966,tt0060073,7,1974,
"Assault Girls",movie,"Action, Sci-Fi",2009,tt1478800,3.8,1351,
"Tetsuo: The Iron Man",movie,"Horror, Sci-Fi",1989,tt0096251,6.9,27214,
"Next Stop Wonderland",movie,"Comedy, Drama, Romance",1998,tt0119778,6.6,5211,
"The Woman Who Dreamed of a Man",movie,"Drama, Romance",2010,tt1239290,5,966,
"Tokyo Fist",movie,"Action, Drama, Horror",1995,tt0114690,7,4243,
"No Strings Attached",movie,"Comedy, Romance",2011,tt1411238,6.2,248544,
"Heaven and Earth",movie,"Action, Adventure, Drama",1990,tt0099753,6.8,1170,
Rikyu,movie,"Biography, Drama, History",1989,tt0098204,7.1,865,
"The Great Yokai War",movie,"Adventure, Family, Fantasy",2005,tt0425661,6.3,2758,
"Project A-Ko",movie,"Action, Adventure, Animation",1986,tt0091794,6.9,1543,
"MacArthur's Children",movie,"Comedy, Drama, War",1984,tt0088093,7,225,
"City on Fire",movie,"Action, Crime, Drama",1987,tt0093435,7,7539,
"Arcadia of My Youth",movie,"Action, Adventure, Animation",1982,tt0084881,7,1074,
"Why Not?",movie,"Drama, History",1981,tt0082313,6.8,707,
"Vengeance Is Mine",movie,"Crime, Drama",1979,tt0079182,7.7,7558,
"Kevin Hart: Seriously Funny",movie,"Comedy, Documentary",2010,tt1714196,7.5,5961,
"The Classic",movie,"Drama, Romance",2003,tt0348568,7.7,10473,
Tekken,movie,"Action, Crime, Drama",2010,tt0411951,4.8,28940,
Goliathon,movie,"Action, Adventure, Horror",1977,tt0076164,5.4,2269,
"Inuyasha the Movie: Affections Touching Across Time",movie,"Action, Adventure, Animation",2001,tt0322645,7.2,2912,
"Goke, Body Snatcher from Hell",movie,"Horror, Sci-Fi",1968,tt0063206,6.1,2081,
Skyline,movie,"Action, Sci-Fi, Thriller",2010,tt1564585,4.5,93076,
"Elvira Madigan",movie,"Biography, Drama, Romance",1967,tt0061620,7,3368,
"The X from Outer Space",movie,"Horror, Sci-Fi",1967,tt0062411,4.8,1576,
"Violence at Noon",movie,"Crime, Drama",1966,tt0060486,7,1243,
Bo,movie,Drama,2010,tt1511329,6.1,1368,
"Tokyo Boy",movie,"Mystery, Romance",2008,tt1179301,6.1,226,
Hormones,movie,Comedy,2008,tt1208717,7,1040,
"Twenty-Four Eyes",movie,Drama,1954,tt0047281,8,3034,
"The Wind Will Carry Us",movie,Drama,1999,tt0209463,7.4,12902,
Partir,movie,"Crime, Drama, Romance",2009,tt1315962,6.3,4611,
"The Water Margin",movie,"Action, Drama",1972,tt0069265,6.5,876,
"Nightmare Detective",movie,"Crime, Horror, Mystery",2006,tt0852726,6,2849,
"Go! Anpanman: Ruby's Wish",movie,"Adventure, Animation, Family",2003,,,,
Monsters,movie,"Adventure, Drama, Romance",2010,tt1470827,6.3,99337,
"The Resurrection of the Golden Wolf",movie,"Action, Crime, Drama",1979,tt0080159,6.6,309,
"The Beast to Die",movie,"Action, Crime, Drama",1980,tt0314913,6.7,324,
"Urusei Yatsura 2: Beautiful Dreamer",movie,"Adventure, Animation, Comedy",1984,tt0088334,7.4,2305,
Vagabond,movie,Drama,1985,tt0089960,7.6,14549,
"Ultraman Cosmos vs. Ultraman Justice: The Final Battle",movie,"Action, Adventure, Sci-Fi",2003,tt2243192,7.2,116,
"Dragon Ball Z: Broly - Second Coming",movie,"Action, Adventure, Animation",1994,tt0142239,6.5,6545,
Frozen,movie,"Adventure, Thriller",2010,tt1323045,6.2,83739,
Trauma,movie,"Horror, Mystery, Thriller",1993,tt0104053,5.8,8384,
Malicious,movie,"Comedy, Drama, Romance",1973,tt0070358,6.3,3733,
"Maiko haaaan!!!",movie,Comedy,2007,tt0907652,6.3,607,
"Forever Enthralled",movie,"Biography, Drama, History",2008,tt0851532,6.7,1646,
"The Grandmaster",movie,"Action, Biography, Drama",2013,tt1462900,6.6,37479,
"Green Lantern",movie,"Action, Adventure, Sci-Fi",2011,tt1133985,5.5,301872,
13,movie,"Crime, Drama, Thriller",2010,tt0798817,6,44734,
T.R.Y.,movie,"Action, Comedy",2003,tt0328500,5.2,82,
Super,movie,"Action, Comedy, Crime",2010,tt1512235,6.7,84951,
"The King's Speech",movie,"Biography, Drama, History",2010,tt1504320,8,718198,
"Presents: Aikagi",movie,Romance,2006,tt0923854,6.5,29,
"Rainbow Song",movie,"Drama, Romance",2006,tt0804513,7.3,1511,
"Ashura-jô no hitomi",movie,"Action, Fantasy",2005,tt0459744,5.8,766,
"City of Glass",movie,"Drama, History, Romance",1998,tt0179110,6.8,675,
"The Protector",movie,"Action, Crime, Thriller",1985,tt0089847,5.7,5523,
"Worst by Chance",movie,"Drama, Romance",2003,tt0468750,6.6,118,
"Arch Angels",movie,"Adventure, Comedy, Fantasy",2006,tt0461612,5,228,
"Cool Dimension",movie,Action,2006,tt0940824,3.8,105,
"Sukeban deka",movie,"Action, Drama",1987,tt0188212,6.2,256,
"Sukeban deka: Kazama sanshimai no gyakushû",movie,Action,1988,tt0184925,5.5,129,
Naoko,movie,"Drama, Romance, Sport",2008,tt1177161,6.2,152,
Soranin,movie,Drama,2010,tt1415228,7,984,
"The Ward",movie,"Horror, Mystery, Thriller",2010,tt1369706,5.5,46011,
"Tokyo Drifter",movie,"Action, Crime",1966,tt0061101,7.1,10058,
"Don't Look Down",movie,"Drama, Romance",2008,tt1233487,5.9,3423,
"Shaolin Temple",movie,"Action, Drama",1976,tt0075202,6.8,1447,
"Gnomeo & Juliet",movie,"Adventure, Animation, Comedy",2011,tt0377981,5.9,61267,
"Everybody's Fine",movie,Drama,1990,tt0100681,7.7,4628,
"Macross 7: The Galaxy Is Calling Me!",movie,"Action, Adventure, Animation",1995,tt0160500,6.4,182,
"The Story of the Last Chrysanthemum",movie,"Drama, Romance",1939,tt0032156,7.8,4588,
"United Red Army",movie,"Crime, Drama",2007,tt0923869,7.1,914,
Caterpillar,movie,"Drama, History, War",2010,tt1508290,6.7,1230,
"Dragon Fist",movie,"Action, Drama",1979,tt0079484,6.1,2873,
"The Ring Finger",movie,Drama,2005,tt0411117,6.1,1295,
Inseminoid,movie,"Horror, Sci-Fi",1981,tt0084090,4,4584,
"The Warrior's Way",movie,"Action, Drama, Fantasy",2010,tt1032751,6.2,27560,
"Today We Kill, Tomorrow We Die!",movie,"Drama, Thriller, Western",1968,tt0063379,6.1,1795,
"Blue Valentine",movie,"Drama, Romance",2010,tt1120985,7.3,216538,
"Samurai Spy",movie,"Action, Drama",1965,tt0059303,7,1917,
"Sword of the Beast",movie,"Action, Drama",1965,tt0200768,7.5,3183,
"Through the Olive Trees",movie,Drama,1994,tt0111845,7.7,10652,
"Pokémon: Giratina and the Sky Warrior",movie,"Action, Adventure, Animation",2008,tt1160525,6,3065,
"Sister Street Fighter",movie,"Action, Crime",1974,tt0073714,6.4,1676,
"The Prince of Tennis: Two Samurais, the First Game",movie,"Animation, Sport",2005,tt1107334,5.9,141,
"Once a Thief",movie,"Action, Comedy, Crime",1991,tt0101020,6.7,7566,
"Dorian Gray",movie,"Horror, Thriller",1970,tt0065656,5.8,1337,
"Legend of the Eight Samurai",movie,"Action, Adventure, Drama",1983,tt0086244,6.4,1369,
"Bullet Train",movie,"Action, Crime, Drama",1975,tt0080479,6.8,1843,
"Temptress Moon",movie,"Drama, Romance",1996,tt0116295,6.6,2070,
"The Trip to Bountiful",movie,Drama,1985,tt0090203,7.4,5554,
Poetry,movie,Drama,2010,tt1287878,7.8,14007,
"Hissatsu shikakenin",movie,"Action, Crime",1973,tt0070181,7,51,
"Elite Squad 2: The Enemy Within",movie,"Crime, Drama, Thriller",2010,tt1555149,8,88804,
"Independence Day: Resurgence",movie,"Action, Adventure, Sci-Fi",2016,tt1628841,5.2,193362,
"A Good Day to Die Hard",movie,"Action, Thriller",2013,tt1606378,5.2,218533,
Unknown,movie,"Action, Mystery, Thriller",2011,tt1401152,6.8,272250,
"Tajomaru: Avenging Blade",movie,"Action, Crime, Drama",2009,tt1347008,5.2,350,
"Return of the One-Armed Swordsman",movie,"Action, Adventure",1969,tt0064265,7.2,1515,
"Return to the 36th Chamber",movie,"Action, Comedy",1980,tt0081494,6.9,4349,
"License to Live",movie,"Comedy, Drama",1998,tt0197730,6.9,630,
"Golgo 13: Assignment Kowloon",movie,"Action, Crime, Thriller",1977,tt0076281,6.3,645,
"Detective Dee: The Mystery of the Phantom Flame",movie,"Action, Adventure, Drama",2010,tt1123373,6.6,12073,
"Double Suicide: Japanese Summer",movie,"Crime, Drama",1967,tt0062009,6.7,921,
"Macross Frontier: The False Songstress",movie,"Action, Animation, Music",2009,tt1548563,6.8,314,
"The Dog of Flanders",movie,"Animation, Drama, Family",1997,tt0304072,7.7,774,
"Game of Death II",movie,"Action, Crime, Mystery",1980,tt0076709,5.1,3747,
"Night Catches Us",movie,"Drama, Romance",2010,tt0775543,6.2,1879,
"The Way Back",movie,"Adventure, Drama, History",2010,tt1023114,7.3,124130,
Cosmopolis,movie,"Crime, Drama, Mystery",2012,tt1480656,5.1,51000,
Insidious,movie,"Horror, Mystery, Thriller",2010,tt1591095,6.8,349928,
"Killer Elite",movie,"Action, Crime, Thriller",2011,tt1448755,6.4,137413,
"The Bourne Legacy",movie,"Action, Adventure, Thriller",2012,tt1194173,6.6,320656,
Gravity,movie,"Drama, Sci-Fi, Thriller",2013,tt1454468,7.7,877323,
"Quill: The Life of a Guide Dog",movie,Drama,2004,tt0400761,7.1,1799,
Sunflower,movie,"Action, Crime, Drama",2006,tt0923714,7.2,2573,
"Stress Positions",movie,Comedy,2024,tt30319533,5,582,
Poolman,movie,"Comedy, Mystery",2023,tt18077924,4,2499,
Emperor,movie,"Drama, History, War",2012,tt2103264,6.5,15222,
"Alien: Romulus",movie,"Horror, Sci-Fi, Thriller",2024,tt18412256,7.1,222845,
"The Little Mermaid",movie,"Adventure, Family, Fantasy",2023,tt5971474,7.2,163605,
"When Evil Lurks",movie,Horror,2023,tt16300962,6.9,48819,
Sing,movie,"Animation, Comedy, Family",2016,tt3470600,7.1,200261,
"Mr. Crocket",movie,Horror,2024,tt32916093,5.4,4248,
"Kokumon Gate",movie,Mystery,2019,tt13174762,,,
"Late Night with the Devil",movie,Horror,2023,tt14966898,7,115236,
"Transformers: Age of Extinction",movie,"Action, Adventure, Sci-Fi",2014,tt2109248,5.6,338544,
"Dinner in America",movie,"Comedy, Drama, Music",2020,tt9058654,7.5,11645,
"Kiss Cam!",movie,,2020,,,,
Genge,movie,Comedy,2014,tt3883996,,,
"Stolen Identity the Final Hacking Game",movie,"Mystery, Thriller, Crime",2024,tt33536422,,,
"See You Tomorrow, Everyone",movie,"Comedy, Drama",2013,tt2299471,7,337,
"About You I Don't Know",movie,"Romance, Drama",2022,,,,
"Captive State",movie,"Action, Horror, Sci-Fi",2019,tt5968394,6,59325,
"Woman of the Photographs",movie,"Drama, Romance",2020,tt13129114,6,236,
"The Hardness of Avocado",movie,"Comedy, Romance",2019,tt9800110,3.5,37,
"Rare Objects",movie,Drama,2023,tt15836468,5.3,592,
"Momi's House",movie,Family,2020,tt10086754,,,
"Her Sketchbook",movie,"Drama, Romance",2017,tt6323858,6.4,190,
"Jack Reacher",movie,"Action, Thriller",2012,tt0790724,7,376048,
Abracadaver,movie,Comedy,2024,tt33525840,6.5,97,
"Sicario: Day of the Soldado",movie,"Action, Crime, Drama",2018,tt5052474,7.1,176187,
Sicario,movie,"Action, Crime, Drama",2015,tt3397884,7.7,499867,
"House of Darkness",movie,"Comedy, Horror, Mystery",2022,tt18224610,4.7,5200,
"La La Land",movie,"Comedy, Drama, Music",2016,tt3783958,8,707976,
"29 + 1",movie,"Comedy, Drama, Fantasy",2017,tt6095004,6.7,598,
"Doctor Sleep",movie,"Drama, Fantasy, Horror",2019,tt5606664,7.3,229327,
"Ip Man: Kung Fu Master",movie,Action,2019,tt12567246,4.6,1280,
"Murder on the Orient Express",movie,"Crime, Drama, Mystery",2017,tt3402236,6.5,307826,
"The Founder",movie,"Biography, Drama",2016,tt4276820,7.2,188321,
Midway,movie,"Action, Drama, History",2019,tt6924650,6.7,99105,
"The Guest",movie,"Action, Mystery, Thriller",2014,tt2980592,6.7,110710,
Revolt,movie,"Action, Sci-Fi",2017,tt3722614,5.3,10491,
"Bloody Escape",movie,"Action, Animation, Sci-Fi",2024,tt29666664,6.1,25,
"Status Update",movie,"Comedy, Fantasy, Romance",2018,tt5692390,5.8,6685,
Lee,movie,"Biography, Drama, History",2023,tt5112584,6.9,20736,
Marshland,movie,"Action, Adventure, Crime",2014,tt3253930,7.2,37364,
"Portrait of a Lady on Fire",movie,"Drama, Romance",2019,tt8613070,8.1,116465,
Dual,movie,"Comedy, Drama, Sci-Fi",2022,tt9005184,5.8,13796,
Sting,movie,"Horror, Sci-Fi, Thriller",2024,tt20112746,5.7,14942,
Joker,movie,"Crime, Drama, Thriller",2019,tt7286456,8.3,1584235,
"The Corrupt",movie,Action,2008,,,,
"The Silent Hour",movie,"Action, Crime, Thriller",2024,tt22874848,6.1,6094,
"John Wick",movie,"Action, Crime, Thriller",2014,tt2911666,7.4,769565,
"All Fun and Games",movie,"Horror, Thriller",2023,tt10092698,4.3,3587,
"I Can Only Imagine",movie,"Biography, Drama, Family",2018,tt6450186,7.3,19255,
"Miss Sloane",movie,Drama,2016,tt4540710,7.5,85325,
Tonbi,movie,"Drama, Family",2022,tt19632774,6.4,136,
Cuckoo,movie,"Horror, Mystery, Thriller",2024,tt12349832,5.7,22759,
"Rio 2",movie,"Adventure, Animation, Comedy",2014,tt2357291,6.3,104883,
"Breathe without Water",movie,,2024,,,,
"Sonic the Hedgehog",movie,"Action, Adventure, Comedy",2020,tt3794354,6.5,175642,
"200% Wolf",movie,"Action, Adventure, Animation",2024,tt27722575,5.5,775,
Unplugging,movie,"Comedy, Romance",2022,tt10314040,4.4,1133,
"Who You Think I Am",movie,"Drama, Romance",2019,tt7552686,6.8,7932,
"Hungry Hearts",movie,"Drama, Romance, Thriller",2014,tt3344922,6.5,6067,
"Love & Pop",movie,Drama,1998,tt0168972,7.4,2084,
"El Arte De La Guerra",movie,,2024,,,,
Suncoast,movie,Drama,2024,tt13650742,6.7,6993,
"The Return of Tanya Tucker: Featuring Brandi Carlile",movie,Documentary,2022,tt17640752,7.3,286,
"Los Bando",movie,"Adventure, Comedy, Family",2018,tt6696124,6.5,453,
"Up to His Ears",movie,"Action, Adventure, Comedy",1965,tt0059831,6.3,2482,
"Cut Bank",movie,"Crime, Drama, Mystery",2014,tt1661820,6.1,14255,
"Pacific Rim",movie,"Action, Adventure, Sci-Fi",2013,tt1663662,6.9,542125,
"Prisoner's Daughter",movie,Drama,2022,tt4671326,6.4,3147,
"Ryuichi Sakamoto: Coda",movie,"Documentary, Music",2017,tt6578572,7.6,2124,
"Lady Macbeth",movie,"Drama, Romance",2016,tt4291600,6.8,28438,
Tenet,movie,"Action, Sci-Fi, Thriller",2020,tt6723592,7.3,621301,
"Wind River",movie,"Crime, Drama, Mystery",2017,tt5362988,7.7,292597,
"A Christmas Switch",movie,"Comedy, Drama, Family",2018,tt9154566,6,1298,
"Katak: The Brave Beluga",movie,"Adventure, Animation, Comedy",2023,tt13952306,6,517,
"Hold Your Breath",movie,"Drama, Horror, Thriller",2024,tt12573480,5.3,7988,
Non-Fiction,movie,"Comedy, Drama, Romance",2018,tt7250056,6.4,5970,
"The Big Short",movie,"Biography, Comedy, Drama",2015,tt1596363,7.8,503665,
"Poor Things",movie,"Comedy, Drama, Romance",2023,tt14230458,7.8,326981,
"Gauguin: Voyage to Tahiti",movie,"Biography, Drama, Romance",2017,tt6330052,6,2468,
"100% Wolf",movie,"Adventure, Animation, Comedy",2020,tt8774798,5.6,2612,
"Beauty and the Beast",movie,"Drama, Family, Fantasy",2014,tt2316801,6.4,23217,
LBJ,movie,"Biography, Drama, History",2016,tt4778988,6.5,8006,
"My Penguin Friend",movie,"Adventure, Drama, Family",2024,tt8609660,6.7,4273,
Thelma,movie,"Action, Comedy",2024,tt23778968,7,19545,
"Midnight Sun (musical)",movie,"Drama, Romance",2021,,,,
Sully,movie,"Biography, Drama",2016,tt3263904,7.4,308530,
Incarnate,movie,"Horror, Thriller",2016,tt3216348,5.3,14434,
Whiplash,movie,"Drama, Music",2014,tt2582802,8.5,1051259,
"Better Days",movie,"Crime, Drama, Romance",2019,tt9586294,7.6,14805,
"One Day",movie,"Drama, Romance",2011,tt1563738,7,173287,
"Journey to the West: Conquering the Demons",movie,"Action, Adventure, Comedy",2013,tt2017561,6.7,14427,
"Lakota Nation vs. United States",movie,"Documentary, History",2022,tt15468586,7.9,362,
"Terrifier 2",movie,Horror,2022,tt10403420,6.1,70205,
"Ku! Kin-dza-dza",movie,"Animation, Comedy, Sci-Fi",2013,tt2659374,6,1045,
"The Retirement Plan",movie,"Action, Comedy, Crime",2023,tt14827638,5.1,9158,
"Mothers' Instinct",movie,"Drama, Thriller",2024,tt13397574,6.3,18880,
"Anatomy of a Fall",movie,"Crime, Drama, Thriller",2023,tt17009710,7.6,167267,
X,movie,"Thriller, Horror",2024,,,,
"Table for Six",movie,"Comedy, Drama, Romance",2022,tt21187542,6.9,1306,
Dragonkeeper,movie,"Adventure, Animation, Fantasy",2024,tt7093904,5.7,1528,
"The Birth of Kitaro: Mystery of GeGeGe",movie,"Action, Animation, Comedy",2023,tt16270512,7.2,470,
"光の音色 -THE BACK HORN Film-",movie,Documentary,2014,,,,
"Walking on Sunshine",movie,"Comedy, Drama, Musical",2014,tt2107861,5.4,6543,
"It Chapter Two",movie,"Drama, Fantasy, Horror",2019,tt7349950,6.5,319217,
Unhinged,movie,"Action, Thriller",2020,tt10059518,6,82013,
Fireheart,movie,"Adventure, Animation, Comedy",2022,tt8354218,6.2,3517,
"Born Bone Born",movie,"Comedy, Drama, Family",2018,tt8954044,7.1,68,
"Memories of the Sword",movie,"Action, Drama, History",2015,tt3054798,6.3,2602,
Her,movie,"Drama, Romance, Sci-Fi",2013,tt1798709,8,694329,
"John Wick: Chapter 4",movie,"Action, Crime, Thriller",2023,tt10366206,7.6,367034,
"I Feel Pretty",movie,"Comedy, Romance",2018,tt6791096,5.7,58448,
"The Present",movie,Comedy,2024,tt20255354,5.5,802,
"Dallas Buyers Club",movie,"Biography, Drama",2013,tt0790636,7.9,531129,
Stockholm,movie,"Biography, Comedy, Crime",2018,tt6474040,6.1,15206,
"A Quiet Place",movie,"Drama, Horror, Sci-Fi",2018,tt6644200,7.5,620983,
"The Contract",movie,Comedy,1978,tt0077892,6.5,361,
Shaolin,movie,"Action, Drama",2011,tt1533749,6.8,20406,
Rampage,movie,"Action, Adventure, Sci-Fi",2018,tt2231461,6.1,192033,
"The Convert",movie,"Action, Drama",2023,tt20113412,6.4,4702,
"The Revenant",movie,"Action, Adventure, Drama",2015,tt1663202,8,901771,
Argo,movie,"Biography, Drama, History",2012,tt1024648,7.7,649057,
"Seven Psychopaths",movie,"Comedy, Crime",2012,tt1931533,7.1,279408,
Arcadian,movie,"Action, Drama, Horror",2024,tt22939186,5.5,21275,
"The Cursed",movie,"Fantasy, Horror, Mystery",2021,tt9907782,6.2,19580,
"Ready Player One",movie,"Action, Adventure, Sci-Fi",2018,tt1677720,7.4,509374,
Criminal,movie,"Action, Sci-Fi, Thriller",2016,tt3014866,6.3,72677,
"The Student",movie,"Comedy, Romance",1988,tt0096523,5.8,2438,
"Three Nobunagas",movie,"Comedy, Drama, History",2019,tt10206204,4.6,31,
"Dolmen X",movie,"Comedy, Drama, Sci-Fi",2018,tt8523116,,,
"Gone Girl",movie,"Drama, Mystery, Thriller",2014,tt2267998,8.1,1107745,
"The Greatest Showman",movie,"Biography, Drama, Musical",2017,tt1485796,7.5,326508,
"Sleeping Dogs",movie,"Crime, Mystery, Thriller",2024,tt8542964,6.2,19781,
"Mission: Impossible - Rogue Nation",movie,"Action, Adventure, Thriller",2015,tt2381249,7.4,421509,
Wonder,movie,"Drama, Family",2017,tt2543472,7.9,186193,
Momentum,movie,"Action, Crime, Thriller",2015,tt3181776,5.5,17306,
"Red Right Hand",movie,"Action, Thriller",2024,tt19244260,5.4,5513,
"The Great Yokai War: Guardians",movie,"Adventure, Family, Fantasy",2021,tt13967368,5.6,161,
"Blue Giant",movie,"Animation, Drama, Music",2023,tt15737898,7.9,2729,
"One Less God",movie,"Drama, Thriller",2017,tt3418424,4.9,906,
"Tom & Jerry",movie,"Adventure, Animation, Comedy",2021,tt1361336,5.3,41223,
"One Million Yen Girl",movie,Drama,2008,tt1077094,7.2,1977,
"Brotherhood of Blades",movie,"Action, History",2014,tt4019426,6.6,3835,
"Savage Salvation",movie,"Action, Thriller",2022,tt13055982,4.8,3315,
"The Black Demon",movie,"Action, Drama, Horror",2023,tt10279472,3.7,10211,
"Macross Frontier: Labyrinth of Time",movie,"Action, Animation, Music",2021,tt13997618,6.7,29,
Host,movie,"Horror, Mystery",2020,tt12749596,6.5,43680,
"Jujutsu Kaisen 0",movie,"Action, Animation, Fantasy",2021,tt14331144,7.8,46779,
Kanon,movie,Drama,2016,,,,
"Yourself and Yours",movie,"Comedy, Drama",2016,tt5907916,6.8,1626,
"Hotel by the River",movie,Drama,2018,tt8725958,6.7,1754,
"Tokyo Twilight",movie,Drama,1957,tt0051093,8.1,5264,
"The Flavor of Green Tea Over Rice",movie,Drama,1952,tt0044982,7.7,3940,
"An Autumn Afternoon",movie,Drama,1962,tt0056444,8,11221,
"Early Summer",movie,"Comedy, Drama, Romance",1951,tt0043313,8.1,10034,
"Siblings of the Cape",movie,Drama,2018,tt8585484,6.6,387,
"Smokin' on the Moon",movie,"Comedy, Drama",2017,tt5872258,5.7,26,
"A Real Pain",movie,"Comedy, Drama",2024,tt21823606,7.1,46434,
"The Assassin",movie,"Action, Drama, History",2015,tt3508840,6.3,18344,
"Mr. Vampire Part 3",movie,"Action, Comedy, Horror",1987,tt0093422,6.7,816,
