title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"The Galaxy Express 999: The Eternal Fantasy",movie,"Animation, Sci-Fi",1998,tt0169951,6.2,196,JP
"Wrath of the Titans",movie,"Action, Adventure, Fantasy",2012,tt1646987,5.7,198060,JP
"Spirit of Wonder: Chaina-san no yûutsu",movie,"Animation, Comedy, Romance",1992,tt0105456,6.4,158,JP
"The Black House",movie,"Comedy, Drama, Horror",1999,tt0257844,6.2,544,JP
"The Yellow Sea",movie,"Action, Crime, Drama",2010,tt1230385,7.3,23518,JP
"The Sitter",movie,Comedy,2011,tt1366344,5.6,73340,US
"Moomins and the Comet Chase",movie,"Adventure, Animation, Family",2010,tt1606636,6,654,JP
"Love Fight",movie,"Drama, Romance, Sport",2008,tt1313144,6.1,71,JP
"Pretty Cure All Stars DX 2: Kibou no Hikari - Rainbow Jewel o Mamore!",movie,"Action, Adventure, Animation",2010,tt1630601,6.7,24,JP
"Dear Friends",movie,Drama,2007,tt1039780,6.5,458,JP
"May 18",movie,"Drama, History",2007,tt0800341,6.9,1420,JP
"Nick Kroll: Thank You Very Cool",movie,"Comedy, Documentary",2011,tt1809315,5.6,284,US
"Cash Calls Hell",movie,"Action, Crime",1966,tt0165304,7.4,407,JP
"Death Shadow",movie,Action,1986,tt0165339,6,259,JP
"Don't Look Up",movie,"Fantasy, Horror",1996,tt0229499,6.2,679,JP
"Take Care of Your Scarf, Tatiana",movie,"Comedy, Romance",1994,tt0110832,7.1,3926,JP
"Alone on the Pacific",movie,Adventure,1963,tt0057553,7,515,JP
"Tokyo Girl",movie,"Fantasy, Romance",2008,tt1139641,6.6,241,JP
"13 Assassins",movie,"Action, Adventure, Drama",2010,tt1436045,7.5,69665,US
"Bandits vs. Samurai Squadron",movie,"Action, Adventure, Drama",1978,tt0164707,6.5,441,JP
"Three Outlaw Samurai",movie,"Action, Drama",1964,tt0058652,7.6,4128,JP
"Shogun's Shadow",movie,"Action, Adventure, Drama",1989,tt0098322,6.9,746,JP
"The Raffle",movie,"Comedy, Drama, Romance",1991,tt0134057,5.2,1406,JP
"The Perfect World of Kai",movie,"Animation, Drama, Family",2007,tt1119194,7.1,1802,JP
"Gamera 2: Attack of the Legion",movie,"Action, Drama, Fantasy",1996,tt0116390,7,3252,JP
"Adieu Galaxy Express 999",movie,"Action, Animation, Drama",1981,tt0184881,7,639,JP
"From Me to You",movie,"Drama, Romance",2010,tt1632544,6.9,3035,JP
Hahaha,movie,"Comedy, Drama, Romance",2010,tt1452626,6.7,1563,JP
"Gamera 3: Revenge of Iris",movie,"Action, Drama, Fantasy",1999,tt0184503,7.1,3417,JP
"Gamera the Brave",movie,"Adventure, Family, Fantasy",2005,tt0467923,6.6,1532,JP
"Red Dawn",movie,"Action, War",2012,tt1234719,5.3,81785,JP
"Sinbad: Where U Been?",movie,"Comedy, Documentary",2010,tt1591499,7.8,282,US
"Point Blank",movie,"Action, Crime, Drama",2010,tt1545759,6.8,14799,JP
"Pale Flower",movie,"Action, Crime",1964,tt0056327,7.7,4591,JP
"The Grand Duel",movie,"Action, Drama, Mystery",1972,tt0068657,6.4,3608,JP
"Another Heaven",movie,"Crime, Horror, Sci-Fi",2000,tt0244975,5.9,889,JP
"The Flying Guillotine",movie,"Action, Drama",1975,tt0071512,6.6,1682,JP
"Sound of the Sea",movie,"Drama, Romance",2001,tt0261311,5.9,2331,JP
"The Guys from Paradise",movie,"Crime, Drama",2000,tt0304809,6.5,400,JP
"Tales of Terror: Haunted Apartment",movie,Horror,2005,tt0808332,6.2,502,JP
"The Girl Who Leapt Through Time",movie,"Romance, Sci-Fi",1983,tt0086456,6.5,1015,JP
"Saru Lock the Movie",movie,Comedy,2010,tt1525886,5.5,45,JP
"Hello Ghost",movie,"Comedy, Drama, Family",2010,tt1848926,7.5,4898,JP
"Midnight Sun",movie,"Drama, Music, Romance",2006,tt0844347,7.1,1979,JP
"New Year's Eve",movie,"Comedy, Romance",2011,tt1598822,5.6,90918,US
"Man Called Rocca",movie,"Crime, Drama",1961,tt0055569,6.4,596,JP
"Metal Skin Panic MADOX- 01",movie,"Animation, Comedy, Sci-Fi",1987,tt0093529,5.8,433,JP
"The Lost Bladesman",movie,"Action, Biography, Drama",2011,tt1648093,6,4601,JP
"Dear Prudence",movie,Drama,2010,tt1587119,5.9,1119,JP
"Mad Love",movie,"Drama, Romance",1969,tt0062663,7.3,896,JP
"Hunter in the Dark",movie,"Action, Adventure, Drama",1979,tt0079317,7,601,JP
"Mechanical Violator Hakaider",movie,"Action, Sci-Fi",1995,tt0161644,6.1,560,JP
"The Lady Shogun and Her Men",movie,"Drama, Sci-Fi",2010,tt1571235,6.2,464,JP
"The Incite Mill",movie,"Horror, Mystery, Thriller",2010,tt1586753,5.6,1414,JP
"The Zodiac Killer",movie,"Horror, Mystery, Thriller",1971,tt0143016,4.4,1009,JP
"An Autumn's Tale",movie,"Drama, Romance",1987,tt0093426,7.5,2499,JP
"À l'aventure",movie,"Drama, Fantasy, Romance",2008,tt1235552,5.4,2383,JP
Laddaland,movie,"Drama, Horror, Mystery",2011,tt2063782,6.2,2668,JP
Colorful,movie,"Animation, Drama, Fantasy",2010,tt1677561,7.3,7335,JP
"Warriors Two",movie,"Action, Comedy, Drama",1978,tt0078517,7.2,1641,JP
Glove,movie,"Drama, Sport",2011,tt1832362,6.8,397,JP
"Straw Dogs",movie,"Action, Drama, Thriller",2011,tt0999913,5.8,36619,US
"The Great Gatsby",movie,"Drama, Romance",2013,tt1343092,7.2,612869,JP
"Mai Mai Miracle",movie,"Adventure, Animation, Drama",2009,tt1517216,6.9,1233,JP
"Finding Mr. Destiny",movie,"Comedy, Romance",2010,tt1826714,6.4,1517,JP
"Final Episode",movie,"Action, Crime, Drama",1974,tt0226018,7.3,1278,JP
"Detective K: Secret of Virtuous Widow",movie,"Action, Comedy, Crime",2011,tt1832381,6.2,1199,JP
Tomboy,movie,Drama,2011,tt1847731,7.4,22684,JP
"Happy Feet Two",movie,"Adventure, Animation, Comedy",2011,tt1402488,5.8,48727,JP
"Come Rain, Come Shine",movie,Drama,2011,tt1832453,6.2,694,JP
"Captive Files I",movie,"Drama, Horror, Thriller",2002,tt2848162,5,21,JP
"Captive Files II",movie,"Drama, Horror",2003,,,,JP
"Eyes of the Spider",movie,"Crime, Drama, Thriller",1998,tt0241644,6.6,699,JP
Muthu,movie,"Action, Comedy, Drama",1995,tt0140399,7.5,3755,JP
"Sailor Suit and Machine Gun",movie,"Action, Romance",1981,tt0083021,6.4,991,JP
"Gonin 2",movie,"Action, Comedy, Crime",1996,tt0116436,6.2,478,JP
"Mr. Vampire II",movie,"Action, Comedy, Horror",1986,tt0091293,5.7,984,JP
"New Battles Without Honor and Humanity",movie,"Action, Comedy, Crime",1974,tt0072152,6.9,470,JP
"The Boss's Head",movie,"Action, Comedy, Crime",1975,tt0073702,7.2,369,JP
"Last Days of the Boss",movie,"Action, Comedy, Crime",1976,tt0075209,6.8,291,JP
"The Snowtown Murders",movie,"Biography, Crime, Drama",2011,tt1680114,6.6,21217,JP
"Bokura no nanoka-kan sensô",movie,"Action, Comedy, Drama",1988,tt0101494,6.4,156,JP
"To Love",movie,"Drama, Romance",1997,tt0118574,6.6,95,JP
"Cold Fish",movie,"Crime, Drama, Horror",2010,tt1632547,7.1,15011,JP
Ojuken,movie,"Comedy, Drama, Family",1999,tt0298100,6.2,99,JP
Inugami,movie,"Drama, Fantasy, Horror",2001,tt0277044,5.9,985,JP
"Shrill Cries: Reshuffle",movie,"Action, Drama, Horror",2009,tt1346850,5.2,221,JP
"Lost Paradise",movie,"Drama, Romance",1997,tt0120120,6.6,796,JP
"The Iceman",movie,"Biography, Crime, Drama",2012,tt1491044,6.8,81261,JP
"Isola: Multiple Personality Girl",movie,"Drama, Horror, Mystery",2000,tt0233910,5.4,458,JP
"Railroad Man",movie,Drama,1999,tt0206216,7.1,1370,JP
Rouge,movie,"Drama, Fantasy, Music",1987,tt0093258,7.3,3671,JP
Shikoku,movie,"Horror, Thriller",1999,tt0213245,5.5,838,JP
"Sleepless Town",movie,"Crime, Drama, Romance",1998,tt0169929,6.9,745,JP
"Surely Someday",movie,"Comedy, Drama",2010,tt1450332,6.1,124,JP
"The Adventure of Denchu-Kozo",movie,"Comedy, Horror, Sci-Fi",1987,tt0166069,6.5,1019,JP
"A Night in Nude: Salvation",movie,"Crime, Drama, Thriller",2010,tt1653916,6,270,JP
Manhunt,movie,"Action, Crime, Drama",1976,tt0327002,6.8,605,JP
"Cruel Winter Blues",movie,"Action, Crime, Drama",2006,tt0969367,7,816,JP
Hazard,movie,"Crime, Drama",2005,tt0798722,6.7,876,JP
"Gamera vs. Zigra",movie,"Adventure, Family, Sci-Fi",1971,tt0067123,3.6,1969,JP
"Gamera vs. Jiger",movie,"Adventure, Family, Sci-Fi",1970,tt0065755,5.3,1645,JP
"Gamera: Super Monster",movie,"Family, Sci-Fi",1980,tt0081675,3.6,1187,JP
Trespass,movie,"Crime, Drama, Mystery",2011,tt1674784,5.3,46257,JP
"Brownian Movement",movie,"Drama, Romance",2010,tt1529240,4.7,1573,JP
"The Monster X Strikes Back: Attack the G8 Summit",movie,"Comedy, Sci-Fi",2008,tt1190867,5.2,421,JP
Julia,movie,Drama,1974,tt0071754,4.7,688,JP
"The Hunter",movie,"Adventure, Drama, Thriller",2011,tt1703148,6.7,41710,JP
"The Fall of Ako Castle",movie,"Action, Adventure, Drama",1978,tt0077135,7.2,643,JP
"Female Prisoner #701: Scorpion",movie,"Crime, Drama, Thriller",1972,tt0226872,7.2,5096,JP
"Piecing Me Back Together",movie,"Drama, Romance",2010,tt1611115,5.6,150,JP
"Unborn But Forgotten",movie,"Horror, Mystery",2002,tt0325534,4.5,487,JP
"Ghost Rider: Spirit of Vengeance",movie,"Action, Fantasy, Thriller",2011,tt1071875,4.3,128979,US
"The Iron Lady",movie,"Biography, Drama",2011,tt1007029,6.4,114632,JP
"Graveyard of Honor",movie,"Action, Crime",1975,tt0073207,7.1,2037,JP
Redline,movie,"Action, Animation, Sci-Fi",2009,tt1483797,7.5,18190,JP
"The Pleasures of the Flesh",movie,"Crime, Drama",1965,tt0059159,6.9,1749,JP
Ted,movie,Comedy,2012,tt1637725,6.9,673554,"JP, US"
"Josee, the Tiger and the Fish",movie,"Drama, Romance",2003,tt0416881,7.3,2363,JP
Kaidan,movie,"Drama, Horror, Romance",2007,tt0844319,6.1,1233,JP
"Bleach the Movie: Hell Verse",movie,"Action, Adventure, Animation",2010,tt1785394,7.3,3407,JP
"A Distant Cry from Spring",movie,Drama,1980,tt0080843,7.6,715,JP
"Fort Yuma Gold",movie,"Drama, War, Western",1966,tt0061773,6,683,JP
"The Double",movie,"Action, Adventure, Drama",2011,tt1646980,5.9,31954,JP
"Mardock Scramble: The First Compression",movie,"Action, Animation, Drama",2010,tt1754177,6.4,1639,JP
"Mardock Scramble: The Second Combustion",movie,"Animation, Sci-Fi, Thriller",2011,tt2048804,6.2,1060,JP
"Just Between Us",movie,"Comedy, Drama",2010,tt1318029,6.6,1083,JP
"GACHI-BAN: ULTIMATE",movie,,2011,,,,JP
"I Want To",movie,"Action, Adventure, Sci-Fi",1979,tt0083050,6.4,1174,JP
"The Private Eyes",movie,Comedy,1976,tt0074179,7,930,JP
"Record of a Tenement Gentleman",movie,Drama,1947,tt0039651,7.7,2354,JP
"Gantz: Perfect Answer",movie,"Action, Adventure, Drama",2011,tt1525836,6.2,4753,JP
"Samurai Reincarnation",movie,"Action, Fantasy, Horror",1981,tt0082699,6.5,1305,JP
Pool,movie,Drama,2009,tt1458613,5.8,130,JP
"The Village",movie,Drama,1975,tt0204364,7.1,112,JP
"We Bought a Zoo",movie,"Comedy, Drama, Family",2011,tt1389137,7,154618,US
Ballad,movie,"Action, Drama, Romance",2009,tt1424045,5.6,307,JP
Bandage,movie,"Drama, Music, Romance",2010,tt0482459,6.6,477,JP
"Kevin Hart: Laugh at My Pain",movie,"Comedy, Documentary",2011,tt1999192,7.3,6565,US
"Accidental Kidnapper",movie,Drama,2010,tt1587298,6.9,125,JP
"Mazinger Z vs. The Great General of Darkness",movie,"Action, Adventure, Animation",1974,tt0345612,7.3,251,JP
"Mazinger Z vs. Devilman",movie,"Action, Adventure, Animation",1973,tt0299017,6.6,277,JP
"Great Mazinger vs. Getter Robo",movie,"Animation, Sci-Fi, Short",1975,tt5281676,6.6,32,JP
"Great Mazinger vs. Getter Robo G: The Great Space Encounter",movie,"Action, Animation, Sci-Fi",1975,tt0422354,6.7,89,JP
"White: The Melody of the Curse",movie,"Horror, Music, Mystery",2011,tt1984177,5.8,1751,JP
"Rookies the Movie: Graduation",movie,"Drama, Sport",2009,tt1446151,6.1,222,JP
"Koisuru naporitan: Sekai de ichiban oishii aisarekata",movie,"Drama, Romance",2010,tt1696541,6.3,48,JP
"Digimon Adventure: Our War Game!",movie,"Action, Adventure, Animation",2000,tt0313441,7.7,1218,JP
"Act of Valor",movie,"Action, Adventure, Thriller",2012,tt1591479,6.4,72494,JP
"Sector 7",movie,"Action, Horror, Sci-Fi",2011,tt1934381,4.7,2855,JP
"Garo the Movie: Red Requiem",movie,"Action, Drama, Fantasy",2010,tt1554970,5.7,220,JP
"Twilight's Last Gleaming",movie,"Drama, Thriller",1977,tt0076845,6.7,3883,JP
"No Rest for the Wicked",movie,"Crime, Thriller",2011,tt1661862,6.4,5627,JP
"Poor Cow",movie,"Crime, Drama, Romance",1967,tt0062141,6.8,2084,JP
"The Expendables 2",movie,"Action, Adventure, Thriller",2012,tt1764651,6.6,326575,JP
"12 Years a Slave",movie,"Biography, Drama, History",2013,tt2024544,8.1,756015,JP
Helldriver,movie,"Horror, Sci-Fi",2010,tt1653913,5.2,1813,JP
"All About Ah-Long",movie,Drama,1989,tt0098694,7.2,1742,JP
"Thomas & Friends: Misty Island Rescue",movie,"Adventure, Animation, Family",2010,tt1683981,4.8,461,JP
"Mad Max: Fury Road",movie,"Action, Adventure, Sci-Fi",2015,tt1392190,8.1,1145718,JP
"Black Angels",movie,Drama,2011,,,,JP
"Hotel Transylvania",movie,"Adventure, Animation, Comedy",2012,tt0837562,7,291842,US
Pompeii,movie,"Action, Adventure, Drama",2014,tt1921064,5.5,118831,JP
"The Inugami Family",movie,"Crime, Drama, Horror",1976,tt0074691,7.1,1217,JP
"Gegege no Kitarô daikaiju",movie,"Action, Animation, Fantasy",1996,tt1614343,5.9,31,JP
"Inugami-ke no ichizoku",movie,"Drama, Mystery, Thriller",2006,tt0794297,6.2,429,JP
"Tales of Terror from Tokyo and All Over Japan: The Movie",movie,Horror,2004,tt0468774,5.7,432,JP
Sunny,movie,"Comedy, Drama",2011,tt1937339,7.7,6731,JP
"Sing a Song of Sex",movie,Drama,1967,tt0062042,6.5,925,JP
"Edo Porn",movie,"Biography, Drama, History",1981,tt0202908,6.4,486,JP
"Sleep Tight",movie,"Crime, Drama, Thriller",2011,tt1437358,7.2,47914,JP
"Momotaro, Sacred Sailors",movie,"Adventure, Animation, Family",1945,tt0142666,5.5,386,JP
"Gokusen: The Movie",movie,"Comedy, Drama",2009,tt1392158,5.7,665,JP
"Ten Nights of Dreams",movie,Fantasy,2006,tt0899224,6.3,467,JP
Blind,movie,"Action, Crime, Drama",2011,tt2025506,6.8,3292,JP
"The Front Line",movie,"Action, Drama, History",2011,tt2007387,7.3,7277,JP
"The Road to Salina",movie,Drama,1970,tt0067681,6.7,1056,JP
"Late Bloomers",movie,Drama,2011,tt1572502,5.7,1074,JP
"Tibetan Dog",movie,"Adventure, Animation, Drama",2011,tt2411128,6.6,263,JP
"Parasite Dolls",movie,"Action, Animation, Crime",2003,tt0376058,6.2,754,JP
"Get the Gringo",movie,"Action, Drama, Thriller",2012,tt1567609,6.9,112621,JP
Wanda,movie,"Crime, Drama",1970,tt0067961,7.1,6079,JP
"Boku wa imôto ni koi wo suru",movie,"Drama, Romance",2007,tt0871977,5.6,598,JP
"Guilty of Romance",movie,"Drama, Horror, Romance",2011,tt1743724,6.8,6013,JP
"Initial D: Third Stage",movie,"Action, Animation, Romance",2001,tt0388130,7.7,1989,JP
"Sawako Decides",movie,Drama,2010,tt1611082,6.8,423,JP
"Venial Sin",movie,Comedy,1974,tt0066015,5.5,828,JP
"Jack the Giant Slayer",movie,"Action, Adventure, Fantasy",2013,tt1351685,6.3,149550,JP
"252: Signal of Life",movie,"Action, Adventure, Drama",2008,tt1260932,5.4,289,JP
Hindsight,movie,"Action, Crime, Romance",2011,tt2015315,6.3,1581,JP
Silenced,movie,"Crime, Drama, Thriller",2011,tt2070649,8,23565,JP
"Don't Laugh at My Romance",movie,"Comedy, Romance",2007,tt0945550,6.2,546,JP
"Water Flower",movie,Drama,2005,tt0860465,7.2,37,JP
"What Every Frenchwoman Wants",movie,Comedy,1986,tt0092995,5.6,5903,JP
Vibrator,movie,Drama,2003,tt0379576,6.9,990,JP
"Cellular Girlfriend",movie,Horror,2011,tt1858476,5.2,124,JP
"Legendary Amazons",movie,Action,2011,tt2106514,4.4,822,JP
"The Libertine",movie,"Comedy, Drama",1968,tt0064643,5.4,879,JP
"Silver Linings Playbook",movie,"Comedy, Drama, Romance",2012,tt1045658,7.7,753510,JP
"Fast & Furious 6",movie,"Action, Thriller",2013,tt1905041,7,424139,JP
Deadball,movie,"Comedy, Horror, Sport",2011,tt1954374,5.2,622,JP
"Yakuza Weapon",movie,"Action, Sci-Fi",2011,tt1669604,5.2,618,JP
"Moonrise Kingdom",movie,"Adventure, Comedy, Drama",2012,tt1748122,7.8,371411,JP
"And Life Goes On",movie,"Adventure, Drama",1992,tt0105888,7.9,7986,JP
"The Teacher",movie,"Crime, Drama, Mystery",2000,tt0405312,4.7,246,JP
"Pretty Cure All Stars DX 3: Mirai ni Todoke! Sekai wo Tsunagu Niji-Iro no Hana",movie,"Action, Adventure, Animation",2011,tt1865354,8.2,22,JP
"Precure Allstars DX",movie,"Action, Adventure, Animation",2009,tt1401235,8.3,104,JP
"28 Hotel Rooms",movie,"Drama, Romance",2012,tt2124074,5.7,3706,JP
"Celeste & Jesse Forever",movie,"Comedy, Drama, Romance",2012,tt1405365,6.6,34462,US
"The Neighbor No. Thirteen",movie,"Horror, Thriller",2005,tt0443205,6.3,1328,JP
"Madrid, 1987",movie,Drama,2011,tt1760980,6.2,2379,JP
"The Queen of Versailles",movie,Documentary,2012,tt2125666,7.1,13855,US
"Young & Wild",movie,"Comedy, Drama",2012,tt2125698,6,3109,JP
"House of Tolerance",movie,Drama,2011,tt1660379,6.7,8166,JP
"As Luck Would Have It",movie,"Comedy, Drama",2011,tt1808240,6.1,2917,JP
Kotoko,movie,"Drama, Horror",2011,tt1842532,6.8,2403,JP
"UFO Robot Grendizer vs. Great Mazinger",movie,"Action, Animation, Sci-Fi",1976,tt4096826,7.2,95,JP
Ho!,movie,Crime,1968,tt0063072,6.1,682,JP
"Nine in Adversity",movie,"Action, Comedy, Sport",2005,tt0498502,6.4,65,JP
"Marrying the Mafia 4: Family Ordeal",movie,"Action, Comedy",2011,tt1995309,4.9,211,JP
"The Day He Arrives",movie,"Comedy, Drama",2011,tt1922561,7,2844,JP
Elles,movie,Drama,2011,tt1549589,5.6,7731,JP
"My SO Has Got Depression",movie,Drama,2011,tt1810833,6.7,736,JP
"Karate-Robo Zaborgar",movie,"Action, Sci-Fi",2011,tt1645048,6.3,566,JP
Always,movie,"Action, Drama, Romance",2011,tt2082180,7.7,11725,JP
"Oki's Movie",movie,"Comedy, Drama",2010,tt1714878,6.8,1382,JP
"Like You Know It All",movie,Drama,2009,tt1275891,6.8,882,JP
"Crazed Fruit",movie,"Drama, Romance",1956,tt0160440,7.2,2316,JP
"Asyl: Park and Love Hotel",movie,Drama,2007,tt1188677,7.2,100,JP
"2-Headed Shark Attack",movie,"Action, Adventure, Comedy",2012,tt2043757,2.5,7558,JP
"Absolutely Anything",movie,"Comedy, Sci-Fi",2015,tt1727770,6,50330,JP
"Terminator Genisys",movie,"Action, Adventure, Sci-Fi",2015,tt1340138,6.3,297707,JP
Riddick,movie,"Action, Adventure, Sci-Fi",2013,tt1411250,6.4,181058,JP
"Mondo Cane 2",movie,"Documentary, Horror",1963,tt0058365,5.7,1021,JP
"Soft Machine: Legacy",movie,"Music, Documentary",2006,,,,US
"Cruel Story of Youth",movie,"Crime, Drama",1960,tt0054286,6.9,2610,JP
"Heroes Two",movie,"Action, Drama, History",1974,tt0070051,6.4,620,JP
"The Professor and His Beloved Equation",movie,"Drama, Family, Romance",2006,tt0498505,7.3,896,JP
"Ring of Curse",movie,Horror,2011,tt1989511,6.2,352,JP
"Late Autumn",movie,"Drama, Romance",2010,tt1542482,6.8,2270,JP
Punch,movie,"Comedy, Drama, Family",2011,tt2088012,7.3,1312,JP
"The King of Pigs",movie,"Animation, Drama, Thriller",2011,tt2086830,6.7,1871,JP
"Intimate Stranger",movie,Thriller,1991,tt0104519,5.4,418,JP
"Ace Attorney",movie,"Comedy, Crime, Drama",2012,tt1891974,6.5,3106,JP
"Romeo & Juliet",movie,"Drama, Romance",2013,tt1645131,5.8,12857,US
"Return of the Sister Street Fighter",movie,"Action, Crime",1975,tt0196100,6.2,472,JP
"Sister Street Fighter: Fifth Level Fist",movie,"Action, Crime",1976,tt0227197,5.6,391,JP
"Cops vs. Thugs",movie,"Action, Crime",1975,tt0073234,7.2,1005,JP
"Hokuriku Proxy War",movie,"Action, Crime, Drama",1977,tt0076148,7,214,JP
"The Detective Is in the Bar",movie,Drama,2011,tt1860318,6.3,407,JP
"No More Cry",movie,"Comedy, Drama",2009,tt1535464,6.3,143,JP
"Penny Pinchers",movie,"Adventure, Comedy, Romance",2011,tt2115426,6.6,1154,JP
"The Game Is Over",movie,Drama,1966,tt0060271,5.8,661,JP
"Strawberry Shortcakes",movie,Drama,2006,tt0872020,7,815,JP
Spellbound,movie,"Comedy, Fantasy, Horror",2011,tt2132405,6.8,3780,JP
"Shanghai Grand",movie,"Action, Crime, Thriller",1996,tt0117619,6.6,985,JP
"Thomas & Friends: Hero of the Rails",movie,"Action, Adventure, Animation",2009,tt1474918,6.6,442,JP
"Despicable Me 2",movie,"Adventure, Animation, Comedy",2013,tt1690953,7.3,438096,JP
"Thomas & Friends: The Great Discovery - The Movie",movie,"Animation, Family",2008,tt1371126,6.8,437,JP
"My Way",movie,"Action, Drama, War",2011,tt1606384,7.6,12944,JP
Rebirth,movie,Drama,2011,tt1727825,7.2,900,JP
"How to Become Myself",movie,Drama,2007,tt0991183,6.3,331,JP
"One Fine Spring Day",movie,"Drama, Romance",2001,tt0295192,7,1907,JP
"Bunny Drop",movie,"Comedy, Drama",2011,tt1672214,7.1,1895,JP
"Sing, Salmon, Sing!",movie,"Comedy, Music",2008,tt1188474,6.4,108,JP
Rush,movie,"Biography, Drama, Sport",2013,tt1979320,8.1,526926,JP
"The Bling Ring",movie,"Biography, Crime, Drama",2013,tt2132285,5.6,93580,JP
"Would You Rather",movie,"Horror, Thriller",2012,tt1999995,5.7,46930,JP
"Zero Dark Thirty",movie,"Drama, History, Thriller",2012,tt1790885,7.4,326106,JP
"Digimon Adventure",movie,"Action, Adventure, Animation",1999,tt2049430,7.6,1135,JP
"Digimon Adventure 02: Hurricane Touchdown!! The Golden Digimentals",movie,"Adventure, Animation, Fantasy",2000,tt1291055,6.5,590,JP
"The Samaritan",movie,"Crime, Drama, Thriller",2012,tt1867093,5.6,10364,JP
"Broken City",movie,"Crime, Drama, Mystery",2013,tt1235522,6.1,84452,JP
"Teenage Mutant Ninja Turtles",movie,"Action, Adventure, Comedy",2014,tt1291150,5.8,223625,JP
Himizu,movie,"Crime, Drama, Mystery",2011,tt1900893,7,4901,JP
"A Town of Love and Hope",movie,Drama,1959,tt0052540,7.1,624,JP
Helpless,movie,Crime,1996,tt0116515,6.3,307,JP
"A Pierrot",movie,Drama,2009,tt1427241,6.8,464,JP
"Daughter of the Nile",movie,"Crime, Drama",1987,tt0093633,7,1269,JP
"Madness in Bloom",movie,"Action, Adventure, Drama",2002,tt0369641,6.5,189,JP
Undo,movie,"Drama, Romance",1994,tt0111555,6.6,859,JP
"Gonza the Spearman",movie,Drama,1986,tt0091136,7,439,JP
"Dead Man Down",movie,"Action, Adventure, Crime",2013,tt2101341,6.4,70804,JP
"Sundance Cassidy and Butch the Kid",movie,"Action, Comedy, Western",1969,tt0065185,5.3,464,JP
"Sergeant Keroro the Super Movie",movie,"Animation, Comedy, Sci-Fi",2006,tt0781012,6.3,154,JP
"The Sea and Poison",movie,Drama,1986,tt0092128,7.4,338,JP
"Second Best",movie,Drama,1994,tt0111102,6.8,2004,US
Nude,movie,"Biography, Drama",2010,tt1660399,4.9,311,JP
"Ultraman Zero: The Revenge of Belial",movie,"Action, Sci-Fi",2010,tt1682376,7,239,JP
Mud,movie,"Adventure, Drama",2012,tt1935179,7.4,192415,JP
"In Another Country",movie,Drama,2012,tt1989712,6.4,3577,JP
"Serpent's Path",movie,"Crime, Drama, Thriller",1998,tt0241588,7,1019,JP
"11.25: The Day He Chose His Own Fate",movie,"Biography, Drama",2012,tt1728686,6.1,259,JP
"Voice of a Murderer",movie,"Crime, Drama, Mystery",2007,tt0969268,6.7,2256,JP
"Robinson's Garden",movie,Drama,1987,tt0095999,6.3,177,JP
"Helter Skelter",movie,"Crime, Drama, Horror",2012,tt2147319,6.4,3699,JP
"ATM: Er Rak Error",movie,"Comedy, Romance",2012,tt2191394,7.1,2638,JP
"Dog × Police: The K-9 Force",movie,Drama,2011,tt1833676,6.1,131,JP
"Kêtai deka 3 the movie: Môningu musume. kyuushutsu daisakusen! - Pandora no hako no himitsu",movie,Action,2011,tt1748067,5,13,JP
"Chasing My Girl",movie,Comedy,2009,tt1418709,5.4,76,JP
"In the City of Dawn",movie,"Drama, Romance",2011,tt1831833,5.4,101,JP
Non-Stop,movie,"Action, Comedy, Crime",1996,tt0116015,6.8,937,JP
"Immortal Love",movie,"Drama, Romance",1961,tt0054845,7.3,646,JP
"Nana et Kaoru",movie,"Drama, Romance",2011,tt1846673,5.1,194,JP
"The Chef of South Polar",movie,"Comedy, Drama",2009,tt1345728,7,1583,JP
"Kaiji 2: The Ultimate Gambler",movie,Drama,2011,tt1904937,6.3,1100,JP
Wasao,movie,Drama,2011,tt1720290,5.7,123,JP
"Machete Kills",movie,"Action, Comedy, Crime",2013,tt2002718,5.6,83536,JP
"Architecture 101",movie,"Drama, Romance",2012,tt2337981,7.2,4296,JP
"Blackmail Is My Life",movie,"Action, Crime",1968,tt0063205,6.8,403,JP
"The Triple Cross",movie,"Action, Crime, Drama",1992,tt0135477,6.5,339,JP
Onimasa,movie,Drama,1982,tt0163777,6.8,591,JP
"21 & Over",movie,Comedy,2013,tt1711425,5.8,78024,JP
"Escape Plan",movie,"Action, Thriller",2013,tt1211956,6.7,262553,JP
"Games Gamblers Play",movie,Comedy,1974,tt0071588,6.5,277,JP
"The Face of Jizo",movie,Drama,2004,tt0419634,7.2,254,JP
"Three Resurrected Drunkards",movie,Comedy,1968,tt0063169,6.4,729,JP
"Kamen Rider Movie War 2010: Kamen Rider vs. Kamen Rider W & Decade",movie,"Action, Adventure, Fantasy",2009,tt1556175,6.7,240,JP
"Children of the Dark",movie,"Crime, Drama, Thriller",2008,tt1221151,6.4,265,JP
"Mother Water",movie,Comedy,2010,tt1634034,6.1,104,JP
"St. John's Wort",movie,"Horror, Mystery, Thriller",2001,tt0293478,4.6,1148,JP
"The Outlaw",movie,"Crime, Mystery, Thriller",2010,tt1760984,5.4,235,JP
"Night and Fog in Japan",movie,Drama,1960,tt0054122,6.8,899,JP
"Body Temperature",movie,"Drama, Romance",2011,tt2073540,5.3,19,JP
"Grown Ups 2",movie,Comedy,2013,tt2191701,5.4,175964,US
