title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"City Lights",movie,"Comedy, Drama, Romance",1931,tt0021749,8.5,204730,
"The City of Lost Children",movie,"Adventure, Drama, Fantasy",1995,tt0112682,7.5,72917,
"Pandora's Box",movie,"Crime, Drama, Romance",1929,tt0018737,7.7,12302,
"The Thomas Crown Affair",movie,"Crime, Drama, Romance",1968,tt0063688,6.9,29526,
"The Thomas Crown Affair",movie,"Crime, Romance, Thriller",1999,tt0155267,6.9,103345,
"The Great Dictator",movie,"Comedy, Drama, War",1940,tt0032553,8.4,246540,
"Mother India",movie,"Action, Comedy, Drama",1957,tt0050188,7.8,10065,
"Dead Man",movie,"Adventure, Comedy, Drama",1995,tt0112817,7.5,105358,
"Dawn of the Dead",movie,Horror,2004,tt0363547,7.2,279375,
"Do the Right Thing",movie,"Comedy, Drama",1989,tt0097216,7.9,116637,
"Galaxy Quest",movie,"Adventure, Comedy, Sci-Fi",1999,tt0177789,7.4,184182,
"Don't Look Now",movie,"Drama, Horror, Mystery",1973,tt0069995,7.1,65551,
"Murderers Among Us",movie,"Drama, Romance, Thriller",1946,tt0038769,7.4,2621,
"The Pink Panther",movie,"Comedy, Crime, Romance",1963,tt0057413,7,58698,
Halloween,movie,"Horror, Thriller",1978,tt0077651,7.7,320715,
Heat,movie,"Action, Crime, Drama",1995,tt0113277,8.3,745759,
"Kindergarten Cop",movie,"Action, Comedy, Crime",1990,tt0099938,6.2,166936,
Madagascar,movie,"Adventure, Animation, Comedy",2005,tt0351283,6.9,453128,
"Mission: Impossible",movie,"Action, Adventure, Thriller",1996,tt0117060,7.2,483736,
"Mission: Impossible II",movie,"Action, Adventure, Thriller",2000,tt0120755,6.1,387824,
"Mission: Impossible III",movie,"Action, Adventure, Thriller",2006,tt0317919,6.9,400516,
Spaceballs,movie,"Adventure, Comedy, Sci-Fi",1987,tt0094012,7.1,213241,
"The Gold Rush",movie,"Adventure, Comedy, Drama",1925,tt0015864,8.1,122368,
"The Magnificent Seven",movie,"Action, Adventure, Drama",1960,tt0054047,7.7,105704,
Irreversible,movie,"Crime, Drama, Mystery",2002,tt0290673,7.3,153227,
"The Manchurian Candidate",movie,"Drama, Thriller",1962,tt0056218,7.9,81841,
