title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"The Road Warrior",movie,"Action, Adventure, Sci-Fi",1981,tt0082694,7.6,206434,
"Conspiracy Theory",movie,"Action, Drama, Mystery",1997,tt0118883,6.7,110015,
"Under Siege",movie,"Action, Thriller",1992,tt0105690,6.5,98339,
"Red Planet",movie,"Action, Sci-Fi, Thriller",2000,tt0199753,5.7,60715,
"Che: Part Two",movie,"Biography, Drama, History",2008,tt0374569,6.8,35630,
"Che: Part One",movie,"Biography, Drama, History",2008,tt0892255,7.1,48715,
"Deep Blue Sea",movie,"Action, Adventure, Sci-Fi",1999,tt0149261,5.9,146580,
"Jeepers Creepers",movie,"Horror, Mystery",2001,tt0263488,6.2,148878,
Hellraiser,movie,"Horror, Thriller",1987,tt0093177,6.9,146726,
"The Great Silence",movie,"Drama, Western",1968,tt0063032,7.7,18988,
"What Happens in Vegas",movie,"Comedy, Romance",2008,tt1033643,6.1,191165,
"Police Story",movie,"Action, Comedy, Crime",1985,tt0089374,7.5,44099,
"Hellbound: Hellraiser II",movie,"Horror, Thriller",1988,tt0095294,6.4,58218,
"Hot Shots! Part Deux",movie,"Action, Comedy",1993,tt0107144,6.6,99947,
Eraser,movie,"Action, Crime, Thriller",1996,tt0116213,6.2,120747,
"Femme Fatale",movie,"Crime, Drama, Mystery",2002,tt0280665,6.2,38370,
"Ghost in the Shell",movie,"Action, Animation, Crime",1995,tt0113568,7.9,163447,
"Clear and Present Danger",movie,"Action, Crime, Drama",1994,tt0109444,6.9,111360,
"Transporter 2",movie,"Action, Thriller",2005,tt0388482,6.3,219994,
"The Goonies",movie,"Adventure, Comedy, Family",1985,tt0089218,7.7,310115,
"Mad Max Beyond Thunderdome",movie,"Action, Adventure, Sci-Fi",1985,tt0089530,6.2,157282,
"One Hour Photo",movie,"Drama, Thriller",2002,tt0265459,6.8,135315,
"Thank You for Smoking",movie,"Comedy, Drama",2005,tt0427944,7.5,231820,
"Great Expectations",movie,"Drama, Romance",1998,tt0119223,6.8,58162,
